inst#,actual,predicted,error,prediction
2955,2:-,2:-,,1
2956,2:-,1:+,+,1
2957,2:-,2:-,,1
2958,2:-,2:-,,1
2959,2:-,2:-,,1
2960,2:-,2:-,,0.972
2961,2:-,2:-,,1
2962,2:-,2:-,,1
2963,2:-,2:-,,1
2964,2:-,2:-,,1
2965,2:-,2:-,,0.999
2966,2:-,2:-,,1
2967,2:-,2:-,,1
2968,2:-,2:-,,1
2969,2:-,2:-,,1
2970,2:-,2:-,,1
2971,2:-,2:-,,1
2972,2:-,1:+,+,0.781
2973,2:-,2:-,,1
2974,2:-,2:-,,1
2975,2:-,2:-,,0.794
2976,2:-,1:+,+,1
2977,2:-,2:-,,1
2978,2:-,2:-,,1
2979,2:-,2:-,,1
2980,1:+,1:+,,1
2981,2:-,2:-,,0.999
2982,2:-,2:-,,1
2983,2:-,2:-,,1
2984,2:-,2:-,,1
2985,2:-,2:-,,1
2986,2:-,1:+,+,1
2987,1:+,2:-,+,1
2988,2:-,2:-,,1
2989,2:-,1:+,+,1
2990,2:-,2:-,,1
2991,2:-,2:-,,1
2992,2:-,1:+,+,1
2993,2:-,2:-,,1
2994,2:-,1:+,+,1
2995,2:-,2:-,,1
2996,2:-,2:-,,1
2997,2:-,1:+,+,1
2998,1:+,1:+,,1
2999,2:-,2:-,,1
3000,2:-,2:-,,1
3001,2:-,2:-,,1
3002,2:-,2:-,,1
3003,2:-,2:-,,1
3004,2:-,2:-,,1
3005,2:-,2:-,,1
3006,2:-,2:-,,1
3007,2:-,2:-,,1
3008,2:-,1:+,+,1
3009,2:-,1:+,+,0.997
3010,2:-,2:-,,1
3011,2:-,2:-,,1
3012,2:-,1:+,+,1
3013,2:-,2:-,,1
3014,2:-,2:-,,1
3015,2:-,2:-,,1
3016,2:-,1:+,+,1
3017,2:-,2:-,,1
3018,2:-,2:-,,1
3019,2:-,1:+,+,1
3020,2:-,2:-,,1
3021,2:-,1:+,+,1
3022,2:-,2:-,,1
3023,1:+,2:-,+,1
3024,2:-,2:-,,1
3025,2:-,2:-,,1
3026,2:-,2:-,,1
3027,1:+,2:-,+,1
3028,2:-,2:-,,1
3029,2:-,2:-,,1
3030,2:-,2:-,,1
3031,2:-,2:-,,1
3032,2:-,2:-,,1
3033,2:-,2:-,,1
3034,2:-,2:-,,1
3035,2:-,2:-,,1
3036,2:-,2:-,,1
3037,2:-,2:-,,1
3038,2:-,2:-,,1
3039,2:-,1:+,+,1
3040,2:-,2:-,,0.999
3041,2:-,1:+,+,1
3042,2:-,1:+,+,1
3043,2:-,2:-,,1
3044,2:-,2:-,,1
3045,2:-,2:-,,1
3046,2:-,2:-,,1
3047,2:-,2:-,,1
3048,2:-,2:-,,1
3049,2:-,2:-,,1
3050,2:-,2:-,,1
3051,2:-,2:-,,0.86
3052,2:-,2:-,,1
3053,2:-,2:-,,1
3054,1:+,2:-,+,0.525
3055,2:-,1:+,+,1
3056,2:-,2:-,,1
3057,2:-,2:-,,1
3058,2:-,2:-,,1
3059,2:-,2:-,,1
3060,2:-,1:+,+,1
3061,2:-,2:-,,1
3062,2:-,2:-,,0.798
3063,2:-,2:-,,1
3064,2:-,1:+,+,1
3065,2:-,2:-,,1
3066,2:-,2:-,,1
3067,2:-,2:-,,1
3068,2:-,1:+,+,1
3069,2:-,1:+,+,1
3070,2:-,2:-,,1
3071,2:-,2:-,,1
3072,2:-,2:-,,0.997
3073,2:-,2:-,,1
3074,2:-,2:-,,1
3075,2:-,2:-,,1
3076,2:-,2:-,,1
3077,2:-,2:-,,0.948
3078,2:-,2:-,,1
3079,2:-,2:-,,1
3080,2:-,2:-,,1
3081,2:-,2:-,,1
3082,2:-,1:+,+,0.992
3083,1:+,2:-,+,1
3084,2:-,2:-,,1
3085,2:-,1:+,+,1
3086,2:-,1:+,+,1
3087,2:-,2:-,,1
3088,1:+,1:+,,1
3089,2:-,2:-,,1
3090,2:-,1:+,+,1
3091,2:-,2:-,,1
3092,2:-,2:-,,1
3093,2:-,1:+,+,0.998
3094,2:-,1:+,+,1
3095,2:-,2:-,,1
3096,2:-,2:-,,1
3097,2:-,2:-,,1
3098,2:-,2:-,,1
3099,1:+,2:-,+,1
3100,2:-,2:-,,0.997
3101,2:-,1:+,+,1
3102,2:-,2:-,,1
3103,2:-,1:+,+,1
3104,2:-,1:+,+,1
3105,2:-,2:-,,1
3106,2:-,2:-,,1
3107,2:-,2:-,,1
3108,2:-,2:-,,1
3109,2:-,1:+,+,1
3110,2:-,2:-,,1
3111,2:-,2:-,,1
3112,2:-,2:-,,0.996
3113,2:-,2:-,,0.992
3114,2:-,2:-,,1
3115,2:-,2:-,,1
3116,2:-,2:-,,1
3117,2:-,2:-,,1
3118,2:-,2:-,,1
3119,2:-,1:+,+,0.998
3120,2:-,2:-,,1
3121,2:-,2:-,,1
3122,2:-,2:-,,0.975
3123,2:-,2:-,,1
3124,2:-,1:+,+,0.988
3125,2:-,2:-,,1
3126,2:-,2:-,,1
3127,2:-,1:+,+,1
3128,1:+,1:+,,0.979
3129,2:-,2:-,,1
3130,2:-,2:-,,1
3131,2:-,1:+,+,1
3132,2:-,2:-,,1
3133,2:-,1:+,+,1
3134,2:-,2:-,,1
3135,2:-,2:-,,1
3136,2:-,2:-,,1
3137,2:-,1:+,+,1
3138,2:-,1:+,+,1
3139,2:-,1:+,+,1
3140,2:-,2:-,,1
3141,2:-,2:-,,1
3142,2:-,2:-,,1
3143,2:-,2:-,,0.999
3144,2:-,1:+,+,0.998
3145,2:-,2:-,,1
3146,2:-,2:-,,0.996
3147,2:-,2:-,,1
3148,2:-,2:-,,1
3149,2:-,2:-,,1
3150,2:-,2:-,,1
3151,2:-,2:-,,1
3152,2:-,1:+,+,1
3153,2:-,2:-,,1
3154,2:-,2:-,,1
3155,2:-,2:-,,1
3156,2:-,2:-,,0.998
3157,2:-,2:-,,1
3158,2:-,2:-,,1
3159,2:-,2:-,,1
3160,2:-,2:-,,1
3161,2:-,2:-,,1
3162,2:-,2:-,,1
3163,2:-,2:-,,1
3164,2:-,2:-,,1
3165,2:-,2:-,,1
3166,2:-,2:-,,1
3167,2:-,2:-,,1
3168,2:-,2:-,,1
3169,2:-,2:-,,1
3170,2:-,2:-,,1
3171,2:-,2:-,,1
3172,2:-,2:-,,1
3173,2:-,1:+,+,1
3174,2:-,2:-,,1
3175,2:-,2:-,,1
3176,2:-,1:+,+,1
3177,2:-,2:-,,0.66
3178,2:-,2:-,,1
3179,2:-,1:+,+,1
3180,2:-,2:-,,1
3181,2:-,2:-,,1
3182,2:-,2:-,,1
3183,2:-,1:+,+,1
3184,2:-,1:+,+,1
3185,2:-,2:-,,1
3186,2:-,2:-,,1
3187,1:+,2:-,+,1
3188,2:-,2:-,,1
3189,2:-,2:-,,0.999
3190,2:-,2:-,,1
3191,2:-,2:-,,1
3192,2:-,1:+,+,1
3193,2:-,2:-,,1
3194,2:-,2:-,,1
3195,2:-,2:-,,1
3196,1:+,1:+,,1
3197,2:-,2:-,,1
3198,2:-,2:-,,1
3199,2:-,2:-,,0.97
3200,1:+,2:-,+,1
3201,2:-,2:-,,1
3202,2:-,1:+,+,1
3203,2:-,1:+,+,1
3204,2:-,2:-,,1
3205,2:-,2:-,,1
3206,2:-,1:+,+,1
3207,2:-,2:-,,1
3208,2:-,1:+,+,1
3209,2:-,2:-,,1
3210,2:-,2:-,,1
3211,2:-,2:-,,1
3212,2:-,2:-,,1
3213,2:-,2:-,,1
3214,2:-,1:+,+,0.996
3215,2:-,2:-,,1
3216,2:-,1:+,+,1
3217,2:-,2:-,,1
3218,2:-,2:-,,1
3219,1:+,1:+,,1
3220,2:-,1:+,+,1
3221,2:-,2:-,,1
3222,2:-,2:-,,1
3223,2:-,1:+,+,0.559
3224,2:-,2:-,,1
3225,2:-,2:-,,1
3226,2:-,2:-,,1
3227,2:-,2:-,,1
3228,2:-,1:+,+,0.993
3229,2:-,2:-,,1
3230,2:-,1:+,+,1
3231,2:-,2:-,,1
3232,2:-,2:-,,1
3233,2:-,2:-,,1
3234,1:+,2:-,+,1
3235,2:-,2:-,,1
3236,2:-,2:-,,1
3237,2:-,2:-,,1
3238,2:-,2:-,,1
3239,2:-,2:-,,1
3240,2:-,1:+,+,1
3241,2:-,2:-,,1
3242,2:-,2:-,,1
3243,2:-,2:-,,1
3244,2:-,2:-,,1
3245,2:-,1:+,+,0.882
3246,2:-,1:+,+,1
3247,2:-,2:-,,1
3248,2:-,2:-,,1
3249,2:-,2:-,,1
3250,2:-,2:-,,1
3251,2:-,2:-,,1
3252,2:-,2:-,,1
3253,1:+,1:+,,1
3254,2:-,1:+,+,1
3255,2:-,2:-,,1
3256,2:-,2:-,,1
3257,2:-,2:-,,1
3258,2:-,2:-,,1
3259,2:-,1:+,+,1
3260,2:-,2:-,,0.975
3261,1:+,2:-,+,1
3262,2:-,2:-,,1
3263,2:-,1:+,+,1
3264,2:-,2:-,,1
3265,2:-,2:-,,1
3266,2:-,1:+,+,0.787
3267,2:-,1:+,+,1
3268,1:+,2:-,+,1
3269,2:-,2:-,,1
3270,1:+,1:+,,1
3271,2:-,2:-,,1
3272,2:-,2:-,,1
3273,2:-,2:-,,1
3274,2:-,1:+,+,1
3275,2:-,2:-,,1
3276,2:-,2:-,,1
3277,2:-,2:-,,1
3278,2:-,2:-,,1
3279,2:-,2:-,,1
3280,2:-,2:-,,1
3281,2:-,1:+,+,1
3282,2:-,2:-,,1
3283,2:-,2:-,,1
3284,2:-,2:-,,1
3285,2:-,2:-,,1
3286,2:-,2:-,,1
3287,2:-,2:-,,1
3288,2:-,1:+,+,1
3289,2:-,2:-,,1
3290,2:-,2:-,,1
3291,2:-,2:-,,1
3292,2:-,2:-,,0.541
3293,2:-,2:-,,1
3294,2:-,2:-,,1
3295,2:-,2:-,,1
3296,2:-,1:+,+,1
3297,2:-,2:-,,1
3298,2:-,2:-,,1
3299,2:-,2:-,,1
3300,1:+,2:-,+,1
3301,1:+,2:-,+,1
3302,1:+,2:-,+,1
3303,2:-,2:-,,1
3304,2:-,2:-,,1
3305,2:-,2:-,,1
3306,2:-,2:-,,1
3307,2:-,2:-,,1
3308,2:-,2:-,,1
3309,2:-,1:+,+,0.999
3310,2:-,2:-,,1
3311,2:-,1:+,+,0.928
3312,2:-,2:-,,0.999
3313,2:-,2:-,,1
3314,2:-,1:+,+,1
3315,2:-,2:-,,1
3316,1:+,2:-,+,1
3317,2:-,2:-,,1
3318,2:-,2:-,,1
3319,2:-,1:+,+,1
3320,2:-,2:-,,0.984
3321,2:-,2:-,,1
3322,2:-,2:-,,1
3323,2:-,2:-,,0.894
3324,2:-,2:-,,1
3325,1:+,2:-,+,1
3326,2:-,1:+,+,1
3327,1:+,1:+,,1
3328,2:-,2:-,,1
3329,2:-,2:-,,1
3330,2:-,1:+,+,1
3331,2:-,2:-,,1
3332,2:-,2:-,,1
3333,2:-,1:+,+,1
3334,2:-,2:-,,1
3335,2:-,2:-,,1
3336,2:-,2:-,,1
3337,2:-,1:+,+,0.979
3338,2:-,2:-,,1
3339,1:+,2:-,+,1
3340,1:+,1:+,,0.995
3341,1:+,2:-,+,1
3342,2:-,2:-,,1
3343,2:-,2:-,,1
3344,2:-,2:-,,1
3345,2:-,2:-,,1
3346,2:-,2:-,,1
3347,2:-,2:-,,1
3348,2:-,1:+,+,1
3349,2:-,2:-,,1
3350,2:-,1:+,+,0.895
3351,2:-,1:+,+,0.983
3352,2:-,2:-,,1
3353,2:-,2:-,,1
3354,2:-,2:-,,1
3355,2:-,1:+,+,0.998
3356,2:-,2:-,,1
3357,2:-,2:-,,1
3358,2:-,2:-,,0.999
3359,2:-,2:-,,1
3360,2:-,2:-,,1
3361,2:-,2:-,,1
3362,2:-,2:-,,1
3363,2:-,1:+,+,1
3364,2:-,2:-,,1
3365,1:+,1:+,,1
3366,2:-,2:-,,1
3367,1:+,2:-,+,1
3368,2:-,2:-,,1
3369,2:-,2:-,,1
3370,2:-,1:+,+,1
3371,2:-,2:-,,1
3372,2:-,2:-,,1
3373,2:-,2:-,,1
3374,2:-,2:-,,1
3375,2:-,2:-,,1
3376,2:-,2:-,,1
3377,1:+,2:-,+,1
3378,2:-,2:-,,1
3379,1:+,1:+,,1
3380,1:+,1:+,,1
3381,2:-,2:-,,1
3382,2:-,2:-,,1
3383,2:-,2:-,,1
3384,2:-,2:-,,1
3385,2:-,2:-,,1
3386,2:-,2:-,,0.599
3387,2:-,2:-,,1
3388,2:-,1:+,+,0.926
3389,2:-,2:-,,1
3390,2:-,1:+,+,0.999
3391,2:-,2:-,,1
3392,2:-,2:-,,1
3393,2:-,2:-,,1
3394,2:-,2:-,,1
3395,2:-,2:-,,1
3396,2:-,2:-,,1
3397,2:-,2:-,,1
3398,2:-,2:-,,0.94
3399,1:+,2:-,+,0.993
3400,2:-,1:+,+,1
3401,2:-,2:-,,1
3402,2:-,2:-,,1
3403,2:-,2:-,,0.988
3404,2:-,2:-,,1
3405,2:-,2:-,,1
3406,2:-,2:-,,1
3407,2:-,2:-,,0.997
3408,2:-,2:-,,1
3409,2:-,1:+,+,0.985
3410,2:-,2:-,,1
3411,2:-,1:+,+,1
3412,2:-,2:-,,1
3413,2:-,2:-,,1
3414,2:-,2:-,,1
3415,2:-,1:+,+,1
3416,2:-,2:-,,1
3417,2:-,1:+,+,1
3418,2:-,2:-,,0.999
3419,2:-,2:-,,1
3420,2:-,2:-,,1
3421,2:-,1:+,+,1
3422,2:-,2:-,,1
3423,2:-,2:-,,1
3424,2:-,2:-,,1
3425,1:+,2:-,+,1
3426,2:-,2:-,,1
3427,2:-,2:-,,1
3428,1:+,2:-,+,1
3429,2:-,1:+,+,0.995
3430,2:-,2:-,,1
3431,2:-,2:-,,1
3432,2:-,2:-,,1
3433,2:-,2:-,,1
3434,1:+,1:+,,1
3435,2:-,1:+,+,1
3436,2:-,2:-,,1
3437,2:-,1:+,+,1
3438,2:-,2:-,,1
3439,2:-,1:+,+,1
3440,2:-,1:+,+,1
3441,2:-,1:+,+,1
3442,2:-,1:+,+,1
3443,2:-,1:+,+,1
3444,2:-,2:-,,1
3445,2:-,1:+,+,1
3446,2:-,1:+,+,1
3447,2:-,2:-,,1
3448,2:-,1:+,+,0.731
3449,2:-,1:+,+,0.816
3450,2:-,2:-,,1
3451,2:-,2:-,,1
3452,2:-,1:+,+,1
3453,2:-,2:-,,1
3454,1:+,2:-,+,1
3455,2:-,1:+,+,0.608
3456,2:-,2:-,,1
3457,2:-,1:+,+,1
3458,2:-,1:+,+,1
3459,1:+,2:-,+,1
3460,2:-,2:-,,1
3461,1:+,2:-,+,1
3462,2:-,2:-,,1
3463,2:-,2:-,,1
3464,2:-,1:+,+,1
3465,2:-,2:-,,1
3466,2:-,2:-,,1
3467,2:-,2:-,,1
3468,2:-,2:-,,1
3469,1:+,1:+,,1
3470,2:-,2:-,,1
3471,2:-,1:+,+,1
3472,2:-,2:-,,1
3473,1:+,1:+,,1
3474,2:-,2:-,,1
3475,2:-,2:-,,1
3476,2:-,2:-,,1
3477,2:-,2:-,,1
3478,2:-,1:+,+,0.953
3479,2:-,1:+,+,1
3480,2:-,2:-,,1
3481,1:+,1:+,,1
3482,2:-,2:-,,1
3483,2:-,2:-,,1
3484,2:-,2:-,,1
3485,2:-,2:-,,1
3486,2:-,2:-,,1
3487,2:-,1:+,+,1
3488,2:-,2:-,,1
3489,2:-,2:-,,1
3490,2:-,1:+,+,1
3491,2:-,1:+,+,0.996
3492,1:+,1:+,,1
3493,1:+,1:+,,1
3494,2:-,2:-,,1
3495,2:-,1:+,+,1
3496,2:-,2:-,,1
3497,1:+,2:-,+,1
3498,2:-,2:-,,1
3499,2:-,2:-,,1
3500,1:+,1:+,,0.999
3501,2:-,1:+,+,1
3502,2:-,2:-,,1
3503,2:-,1:+,+,0.68
3504,2:-,2:-,,1
3505,2:-,2:-,,1
3506,2:-,1:+,+,1
3507,2:-,2:-,,1
3508,2:-,2:-,,1
3509,2:-,2:-,,1
3510,2:-,2:-,,0.995
3511,2:-,2:-,,1
3512,2:-,1:+,+,0.999
3513,2:-,2:-,,1
3514,2:-,2:-,,1
3515,2:-,2:-,,1
3516,2:-,2:-,,1
3517,2:-,2:-,,1
3518,2:-,1:+,+,1
3519,2:-,1:+,+,0.728
3520,2:-,2:-,,1
3521,2:-,2:-,,1
3522,2:-,2:-,,0.989
3523,2:-,2:-,,1
3524,2:-,2:-,,1
3525,2:-,2:-,,1
3526,2:-,2:-,,1
3527,2:-,2:-,,0.964
3528,2:-,2:-,,1
3529,1:+,2:-,+,1
3530,1:+,2:-,+,1
3531,2:-,2:-,,1
3532,2:-,2:-,,1
3533,2:-,1:+,+,1
3534,2:-,2:-,,1
3535,2:-,2:-,,1
3536,2:-,2:-,,1
3537,2:-,2:-,,1
3538,2:-,2:-,,1
3539,2:-,2:-,,1
3540,1:+,1:+,,1
3541,2:-,2:-,,1
3542,2:-,2:-,,1
3543,2:-,2:-,,1
3544,2:-,2:-,,1
3545,2:-,2:-,,1
3546,2:-,2:-,,1
3547,2:-,2:-,,1
3548,2:-,1:+,+,1
3549,2:-,2:-,,1
3550,2:-,1:+,+,1
3551,2:-,2:-,,1
3552,2:-,2:-,,1
3553,2:-,2:-,,1
3554,2:-,2:-,,1
3555,2:-,2:-,,1
3556,2:-,2:-,,1
3557,2:-,2:-,,0.602
3558,2:-,2:-,,1
3559,2:-,2:-,,1
3560,2:-,2:-,,1
3561,2:-,2:-,,1
3562,1:+,1:+,,1
3563,2:-,2:-,,1
3564,2:-,2:-,,1
3565,2:-,2:-,,1
3566,2:-,1:+,+,1
3567,2:-,2:-,,1
3568,2:-,2:-,,1
3569,1:+,2:-,+,1
3570,2:-,1:+,+,1
3571,2:-,1:+,+,1
3572,1:+,1:+,,1
3573,2:-,2:-,,0.919
3574,2:-,2:-,,1
3575,2:-,1:+,+,1
3576,2:-,2:-,,1
3577,2:-,2:-,,1
3578,2:-,2:-,,0.57
3579,2:-,2:-,,0.845
3580,2:-,1:+,+,1
3581,2:-,1:+,+,1
3582,2:-,2:-,,1
3583,1:+,1:+,,1
3584,2:-,1:+,+,1
3585,2:-,1:+,+,1
3586,2:-,2:-,,1
3587,2:-,2:-,,1
3588,2:-,1:+,+,0.959
3589,2:-,1:+,+,1
3590,2:-,2:-,,1
3591,2:-,1:+,+,0.997
3592,2:-,2:-,,1
3593,2:-,2:-,,1
3594,2:-,1:+,+,1
3595,2:-,2:-,,1
3596,2:-,2:-,,1
3597,2:-,2:-,,0.999
3598,2:-,2:-,,1
3599,2:-,2:-,,1
3600,2:-,2:-,,1
3601,2:-,1:+,+,1
3602,2:-,2:-,,1
3603,2:-,2:-,,1
3604,2:-,2:-,,1
3605,2:-,2:-,,1
3606,2:-,2:-,,1
3607,2:-,1:+,+,0.988
3608,2:-,1:+,+,1
3609,2:-,2:-,,1
3610,2:-,2:-,,1
3611,2:-,2:-,,1
3612,2:-,2:-,,1
3613,2:-,2:-,,1
3614,2:-,2:-,,0.991
3615,2:-,2:-,,1
3616,2:-,2:-,,1
3617,1:+,1:+,,1
3618,2:-,2:-,,1
3619,2:-,2:-,,1
3620,2:-,2:-,,1
3621,2:-,2:-,,1
3622,1:+,1:+,,0.997
3623,2:-,2:-,,1
3624,1:+,2:-,+,1
3625,2:-,1:+,+,1
3626,2:-,2:-,,1
3627,2:-,2:-,,1
3628,2:-,2:-,,1
3629,2:-,2:-,,1
3630,2:-,2:-,,1
3631,2:-,2:-,,1
3632,2:-,1:+,+,1
3633,2:-,2:-,,1
3634,2:-,2:-,,1
3635,2:-,2:-,,1
3636,2:-,2:-,,1
3637,2:-,1:+,+,1
3638,2:-,2:-,,1
3639,2:-,2:-,,1
3640,2:-,2:-,,1
3641,2:-,2:-,,0.997
3642,2:-,1:+,+,1
3643,2:-,2:-,,1
3644,2:-,2:-,,1
3645,1:+,2:-,+,1
3646,2:-,2:-,,1
3647,2:-,2:-,,1
3648,2:-,2:-,,0.999
3649,2:-,2:-,,1
3650,1:+,2:-,+,1
3651,2:-,2:-,,1
3652,1:+,2:-,+,1
3653,2:-,1:+,+,1
3654,2:-,2:-,,1
3655,2:-,2:-,,1
3656,2:-,2:-,,0.855
3657,2:-,1:+,+,1
3658,1:+,2:-,+,1
3659,2:-,2:-,,1
3660,2:-,1:+,+,1
3661,2:-,2:-,,1
3662,2:-,2:-,,1
3663,2:-,2:-,,1
3664,2:-,2:-,,1
3665,2:-,2:-,,1
3666,2:-,2:-,,1
3667,2:-,2:-,,0.593
3668,2:-,2:-,,0.705
3669,2:-,2:-,,1
3670,1:+,1:+,,1
3671,2:-,2:-,,1
3672,2:-,2:-,,1
3673,2:-,2:-,,1
3674,1:+,2:-,+,1
3675,2:-,2:-,,0.972
3676,2:-,1:+,+,1
3677,2:-,2:-,,1
3678,2:-,2:-,,1
3679,2:-,2:-,,1
3680,2:-,2:-,,1
3681,2:-,2:-,,0.997
3682,2:-,2:-,,1
3683,2:-,2:-,,0.998
3684,2:-,2:-,,1
3685,1:+,1:+,,0.977
3686,2:-,2:-,,1
3687,2:-,1:+,+,1
3688,2:-,2:-,,1
3689,2:-,2:-,,1
3690,2:-,2:-,,1
3691,2:-,2:-,,1
3692,2:-,2:-,,1
3693,2:-,1:+,+,1
3694,2:-,2:-,,1
3695,2:-,2:-,,1
3696,2:-,2:-,,1
3697,2:-,2:-,,1
3698,2:-,1:+,+,1
3699,1:+,2:-,+,1
3700,2:-,2:-,,1
3701,2:-,2:-,,1
3702,2:-,1:+,+,0.996
3703,2:-,2:-,,1
3704,2:-,1:+,+,0.998
3705,2:-,2:-,,1
3706,2:-,2:-,,1
3707,2:-,2:-,,0.997
3708,2:-,2:-,,1
3709,2:-,2:-,,1
3710,2:-,2:-,,1
3711,2:-,1:+,+,0.532
3712,2:-,2:-,,1
3713,2:-,1:+,+,1
3714,2:-,1:+,+,1
3715,2:-,2:-,,1
3716,2:-,2:-,,1
3717,2:-,2:-,,1
3718,2:-,2:-,,1
3719,2:-,2:-,,0.998
3720,2:-,2:-,,1
3721,2:-,2:-,,1
3722,2:-,2:-,,1
3723,1:+,2:-,+,1
3724,2:-,2:-,,1
3725,2:-,2:-,,1
3726,2:-,2:-,,1
3727,2:-,2:-,,0.939
3728,2:-,1:+,+,1
3729,2:-,2:-,,1
3730,2:-,2:-,,1
3731,2:-,2:-,,1
3732,2:-,2:-,,1
3733,2:-,2:-,,1
3734,2:-,1:+,+,1
3735,1:+,1:+,,1
3736,2:-,2:-,,1
3737,2:-,2:-,,1
3738,2:-,2:-,,0.875
3739,2:-,2:-,,1
3740,2:-,2:-,,1
3741,1:+,1:+,,0.991
3742,1:+,2:-,+,1
3743,2:-,2:-,,1
3744,2:-,1:+,+,1
3745,2:-,2:-,,1
3746,2:-,2:-,,1
3747,2:-,2:-,,1
3748,2:-,2:-,,1
3749,2:-,2:-,,1
3750,2:-,2:-,,1
3751,2:-,1:+,+,1
3752,2:-,2:-,,1
3753,2:-,2:-,,1
3754,2:-,2:-,,1
3755,2:-,2:-,,1
3756,2:-,1:+,+,1
3757,2:-,2:-,,1
3758,2:-,2:-,,0.999
3759,2:-,2:-,,1
3760,2:-,2:-,,1
3761,2:-,1:+,+,1
3762,2:-,2:-,,1
3763,2:-,1:+,+,1
3764,2:-,1:+,+,1
3765,2:-,2:-,,1
3766,2:-,2:-,,1
3767,2:-,1:+,+,1
3768,2:-,2:-,,1
3769,2:-,2:-,,1
3770,2:-,2:-,,0.997
3771,2:-,2:-,,1
3772,2:-,2:-,,1
3773,1:+,2:-,+,1
3774,2:-,2:-,,1
3775,2:-,2:-,,1
3776,2:-,2:-,,1
3777,2:-,2:-,,1
3778,2:-,2:-,,1
3779,2:-,2:-,,1
3780,2:-,1:+,+,1
3781,2:-,2:-,,1
3782,2:-,2:-,,1
3783,1:+,2:-,+,1
3784,2:-,1:+,+,1
3785,2:-,1:+,+,1
3786,2:-,2:-,,1
3787,2:-,2:-,,1
3788,2:-,1:+,+,1
3789,2:-,2:-,,1
3790,2:-,2:-,,1
3791,2:-,2:-,,1
3792,2:-,2:-,,1
3793,2:-,2:-,,1
3794,2:-,2:-,,1
3795,1:+,2:-,+,0.613
3796,2:-,2:-,,1
3797,2:-,2:-,,1
3798,2:-,2:-,,1
3799,2:-,2:-,,1
3800,2:-,1:+,+,1
3801,2:-,2:-,,1
3802,2:-,2:-,,1
3803,2:-,2:-,,1
3804,1:+,2:-,+,1
3805,2:-,1:+,+,1
3806,2:-,2:-,,1
3807,2:-,2:-,,1
3808,2:-,2:-,,1
3809,2:-,2:-,,1
3810,2:-,2:-,,1
3811,2:-,2:-,,1
3812,2:-,2:-,,1
3813,2:-,1:+,+,0.871
3814,2:-,1:+,+,1
3815,2:-,2:-,,1
3816,2:-,2:-,,1
3817,2:-,2:-,,0.996
3818,2:-,2:-,,1
3819,2:-,2:-,,1
3820,1:+,1:+,,1
3821,2:-,2:-,,0.998
3822,2:-,2:-,,1
3823,2:-,2:-,,1
3824,2:-,2:-,,1
3825,2:-,1:+,+,1
3826,2:-,1:+,+,1
3827,2:-,1:+,+,0.994
3828,2:-,2:-,,1
3829,2:-,2:-,,1
3830,2:-,2:-,,1
3831,2:-,2:-,,1
3832,2:-,2:-,,1
3833,2:-,2:-,,1
3834,2:-,1:+,+,1
3835,2:-,2:-,,1
3836,2:-,1:+,+,1
3837,2:-,1:+,+,1
3838,2:-,2:-,,0.986
3839,2:-,2:-,,1
3840,2:-,2:-,,1
3841,2:-,2:-,,1
3842,2:-,2:-,,1
3843,2:-,2:-,,1
3844,2:-,1:+,+,1
3845,2:-,2:-,,1
3846,2:-,2:-,,1
3847,1:+,1:+,,1
3848,2:-,2:-,,1
3849,2:-,2:-,,1
3850,2:-,2:-,,1
3851,2:-,1:+,+,1
3852,1:+,2:-,+,1
3853,2:-,2:-,,0.935
3854,2:-,2:-,,1
3855,2:-,2:-,,1
3856,2:-,1:+,+,1
3857,2:-,2:-,,1
3858,2:-,2:-,,1
3859,2:-,1:+,+,1
3860,2:-,2:-,,1
3861,2:-,2:-,,1
3862,2:-,2:-,,1
3863,2:-,2:-,,1
3864,2:-,2:-,,0.824
3865,2:-,2:-,,1
3866,2:-,2:-,,0.999
3867,1:+,1:+,,1
3868,2:-,2:-,,1
3869,2:-,2:-,,1
3870,2:-,2:-,,1
3871,2:-,2:-,,1
3872,2:-,2:-,,1
3873,2:-,2:-,,1
3874,2:-,2:-,,0.994
3875,2:-,1:+,+,0.987
3876,2:-,1:+,+,1
3877,1:+,2:-,+,0.877
3878,2:-,2:-,,1
3879,2:-,2:-,,1
3880,2:-,2:-,,1
3881,2:-,2:-,,1
3882,2:-,2:-,,0.6
3883,2:-,2:-,,1
3884,2:-,2:-,,1
3885,2:-,2:-,,0.801
3886,2:-,2:-,,1
3887,2:-,1:+,+,1
3888,2:-,2:-,,1
3889,2:-,2:-,,1
3890,2:-,2:-,,1
3891,2:-,2:-,,1
3892,2:-,2:-,,1
3893,2:-,2:-,,1
3894,2:-,2:-,,1
3895,2:-,2:-,,1
3896,2:-,1:+,+,1
3897,2:-,2:-,,1
3898,2:-,2:-,,1
3899,2:-,2:-,,1
3900,1:+,1:+,,1
3901,2:-,2:-,,1
3902,2:-,1:+,+,0.61
3903,2:-,2:-,,1
3904,2:-,2:-,,1
3905,2:-,1:+,+,1
3906,2:-,2:-,,1
3907,2:-,2:-,,1
3908,2:-,2:-,,1
3909,2:-,2:-,,1
3910,2:-,2:-,,1
3911,2:-,1:+,+,1
3912,2:-,2:-,,1
3913,2:-,2:-,,1
3914,2:-,2:-,,1
3915,2:-,2:-,,1
3916,2:-,2:-,,1
3917,2:-,2:-,,1
3918,2:-,2:-,,1
3919,2:-,1:+,+,0.991
