inst#,actual,predicted,error,prediction
2691,2:-,2:-,,0.994
2692,2:-,2:-,,0.953
2693,2:-,2:-,,0.596
2694,2:-,2:-,,0.988
2695,2:-,2:-,,0.813
2696,2:-,1:+,+,0.919
2697,1:+,2:-,+,1
2698,2:-,2:-,,0.655
2699,2:-,1:+,+,0.982
2700,2:-,2:-,,0.998
2701,1:+,2:-,+,0.983
2702,1:+,1:+,,0.969
2703,2:-,1:+,+,0.662
2704,2:-,2:-,,0.515
2705,2:-,2:-,,0.766
2706,2:-,2:-,,0.994
2707,1:+,2:-,+,0.987
2708,2:-,2:-,,1
2709,2:-,2:-,,0.53
2710,2:-,1:+,+,0.997
2711,2:-,2:-,,0.896
2712,2:-,2:-,,0.955
2713,2:-,2:-,,0.995
2714,2:-,2:-,,0.977
2715,1:+,2:-,+,0.99
2716,2:-,2:-,,0.966
2717,2:-,2:-,,0.747
2718,2:-,2:-,,0.967
2719,2:-,1:+,+,0.667
2720,2:-,2:-,,0.846
2721,2:-,2:-,,1
2722,2:-,1:+,+,0.648
2723,1:+,1:+,,0.844
2724,2:-,2:-,,1
2725,2:-,2:-,,0.598
2726,2:-,2:-,,1
2727,2:-,1:+,+,1
2728,2:-,2:-,,1
2729,2:-,2:-,,0.981
2730,2:-,2:-,,0.973
2731,2:-,2:-,,0.973
2732,2:-,2:-,,0.805
2733,2:-,2:-,,0.984
2734,1:+,2:-,+,0.971
2735,2:-,2:-,,0.954
2736,2:-,1:+,+,0.734
2737,2:-,1:+,+,0.654
2738,2:-,2:-,,0.661
2739,2:-,2:-,,0.843
2740,1:+,2:-,+,0.673
2741,1:+,2:-,+,1
2742,2:-,2:-,,0.997
2743,2:-,2:-,,0.958
2744,2:-,2:-,,0.997
2745,2:-,1:+,+,0.725
2746,2:-,2:-,,1
2747,2:-,1:+,+,1
2748,2:-,2:-,,0.957
2749,2:-,2:-,,0.737
2750,2:-,2:-,,0.972
2751,2:-,1:+,+,0.843
2752,2:-,2:-,,0.784
2753,2:-,2:-,,0.995
2754,2:-,2:-,,0.985
2755,2:-,2:-,,0.998
2756,2:-,2:-,,0.953
2757,2:-,2:-,,0.861
2758,2:-,2:-,,1
2759,2:-,2:-,,0.951
2760,2:-,2:-,,0.969
2761,2:-,2:-,,0.998
2762,2:-,2:-,,0.999
2763,2:-,2:-,,1
2764,2:-,2:-,,0.992
2765,2:-,2:-,,0.533
2766,2:-,1:+,+,0.558
2767,2:-,2:-,,0.966
2768,2:-,2:-,,0.973
2769,2:-,2:-,,0.961
2770,2:-,2:-,,1
2771,2:-,2:-,,0.993
2772,2:-,2:-,,1
2773,2:-,2:-,,0.949
2774,2:-,1:+,+,0.898
2775,2:-,2:-,,0.869
2776,2:-,2:-,,0.891
2777,2:-,2:-,,0.999
2778,2:-,2:-,,0.998
2779,2:-,1:+,+,0.807
2780,2:-,2:-,,0.691
2781,2:-,2:-,,0.998
2782,2:-,2:-,,0.799
2783,2:-,2:-,,0.956
2784,2:-,2:-,,0.936
2785,2:-,2:-,,0.994
2786,2:-,2:-,,0.966
2787,2:-,2:-,,1
2788,2:-,2:-,,0.864
2789,2:-,2:-,,0.941
2790,2:-,1:+,+,0.681
2791,2:-,2:-,,0.832
2792,2:-,2:-,,0.704
2793,2:-,2:-,,0.928
2794,2:-,2:-,,0.949
2795,2:-,2:-,,1
2796,2:-,1:+,+,0.964
2797,1:+,1:+,,0.791
2798,1:+,1:+,,0.699
2799,2:-,2:-,,0.866
2800,2:-,1:+,+,0.928
2801,2:-,2:-,,0.993
2802,2:-,2:-,,0.537
2803,2:-,2:-,,0.805
2804,2:-,2:-,,0.899
2805,2:-,1:+,+,1
2806,2:-,2:-,,1
2807,1:+,2:-,+,0.947
2808,2:-,2:-,,0.604
2809,2:-,1:+,+,0.748
2810,2:-,1:+,+,0.822
2811,2:-,1:+,+,0.949
2812,2:-,1:+,+,0.867
2813,2:-,2:-,,0.928
2814,2:-,1:+,+,0.67
2815,2:-,2:-,,0.981
2816,2:-,2:-,,0.918
2817,2:-,2:-,,0.989
2818,2:-,2:-,,0.937
2819,2:-,2:-,,0.984
2820,2:-,2:-,,0.719
2821,1:+,1:+,,0.603
2822,2:-,2:-,,0.995
2823,2:-,2:-,,0.995
2824,2:-,2:-,,0.788
2825,2:-,2:-,,0.996
2826,2:-,2:-,,0.906
2827,2:-,2:-,,0.999
2828,2:-,2:-,,0.936
2829,2:-,2:-,,0.953
2830,2:-,2:-,,1
2831,1:+,2:-,+,0.853
2832,2:-,2:-,,0.971
2833,2:-,1:+,+,0.723
2834,1:+,1:+,,0.593
2835,2:-,2:-,,0.908
2836,2:-,2:-,,0.583
2837,2:-,2:-,,0.686
2838,2:-,2:-,,0.978
2839,2:-,2:-,,1
2840,2:-,2:-,,0.965
2841,2:-,2:-,,0.666
2842,2:-,2:-,,0.991
2843,2:-,2:-,,0.945
2844,1:+,2:-,+,0.999
2845,2:-,2:-,,0.999
2846,2:-,2:-,,1
2847,2:-,1:+,+,0.58
2848,2:-,2:-,,1
2849,2:-,1:+,+,0.994
2850,2:-,2:-,,1
2851,2:-,2:-,,0.83
2852,2:-,1:+,+,0.535
2853,2:-,2:-,,0.767
2854,2:-,2:-,,0.901
2855,1:+,2:-,+,0.555
2856,2:-,1:+,+,0.541
2857,2:-,2:-,,0.804
2858,2:-,2:-,,1
2859,2:-,2:-,,0.976
2860,2:-,2:-,,0.587
2861,2:-,2:-,,0.734
2862,2:-,2:-,,0.919
2863,2:-,2:-,,0.583
2864,2:-,2:-,,0.98
2865,2:-,1:+,+,0.973
2866,1:+,2:-,+,0.999
2867,1:+,1:+,,0.663
2868,2:-,2:-,,0.596
2869,2:-,2:-,,0.858
2870,2:-,2:-,,0.986
2871,2:-,1:+,+,0.805
2872,2:-,2:-,,1
2873,2:-,2:-,,0.863
2874,2:-,2:-,,0.979
2875,2:-,2:-,,1
2876,2:-,1:+,+,0.632
2877,2:-,1:+,+,0.742
2878,2:-,2:-,,0.996
2879,1:+,2:-,+,0.874
2880,1:+,1:+,,0.926
2881,2:-,1:+,+,0.688
2882,2:-,2:-,,0.997
2883,2:-,2:-,,0.991
2884,2:-,2:-,,0.997
2885,2:-,2:-,,0.988
2886,2:-,2:-,,1
2887,2:-,1:+,+,0.597
2888,2:-,1:+,+,0.78
2889,1:+,2:-,+,0.967
2890,2:-,2:-,,1
2891,2:-,2:-,,0.981
2892,2:-,2:-,,0.999
2893,2:-,2:-,,1
2894,2:-,2:-,,0.97
2895,2:-,2:-,,0.999
2896,2:-,2:-,,0.958
2897,2:-,2:-,,0.986
2898,2:-,1:+,+,0.87
2899,2:-,2:-,,0.942
2900,2:-,2:-,,0.962
2901,2:-,2:-,,1
2902,2:-,1:+,+,0.523
2903,2:-,2:-,,0.915
2904,2:-,2:-,,1
2905,2:-,2:-,,1
2906,2:-,2:-,,0.999
2907,2:-,2:-,,0.666
2908,2:-,2:-,,1
2909,2:-,2:-,,0.978
2910,2:-,2:-,,0.644
2911,2:-,2:-,,1
2912,2:-,2:-,,0.598
2913,2:-,2:-,,1
2914,2:-,2:-,,0.669
2915,2:-,2:-,,0.744
2916,2:-,2:-,,0.989
2917,2:-,1:+,+,0.88
2918,2:-,2:-,,0.965
2919,2:-,2:-,,1
2920,2:-,1:+,+,0.806
2921,2:-,2:-,,0.924
2922,2:-,2:-,,0.882
2923,2:-,2:-,,0.773
2924,2:-,2:-,,0.992
2925,2:-,1:+,+,0.67
2926,2:-,2:-,,0.899
2927,2:-,2:-,,0.993
2928,1:+,2:-,+,0.721
2929,2:-,2:-,,1
2930,2:-,2:-,,0.999
2931,2:-,2:-,,1
2932,2:-,2:-,,0.936
2933,2:-,2:-,,0.979
2934,2:-,2:-,,0.948
2935,2:-,2:-,,0.922
2936,2:-,2:-,,1
2937,1:+,2:-,+,1
2938,2:-,2:-,,0.91
2939,2:-,2:-,,1
2940,1:+,2:-,+,0.99
2941,1:+,1:+,,0.883
2942,2:-,1:+,+,0.564
2943,2:-,2:-,,1
2944,2:-,1:+,+,0.623
2945,2:-,2:-,,0.996
2946,2:-,1:+,+,0.995
2947,2:-,1:+,+,0.995
2948,2:-,2:-,,0.515
2949,2:-,2:-,,0.906
2950,2:-,1:+,+,0.859
2951,2:-,2:-,,0.974
2952,2:-,2:-,,0.974
2953,2:-,2:-,,0.681
2954,2:-,2:-,,1
2955,2:-,2:-,,0.99
2956,2:-,2:-,,1
2957,2:-,2:-,,0.968
2958,2:-,2:-,,1
2959,2:-,2:-,,0.962
2960,2:-,2:-,,0.989
2961,2:-,2:-,,0.993
2962,2:-,1:+,+,0.708
2963,2:-,2:-,,0.761
2964,2:-,2:-,,0.978
2965,2:-,2:-,,0.636
2966,2:-,2:-,,0.979
2967,2:-,2:-,,0.998
2968,2:-,2:-,,0.953
2969,2:-,1:+,+,0.844
2970,2:-,2:-,,1
2971,2:-,2:-,,0.726
2972,2:-,1:+,+,0.75
2973,2:-,2:-,,0.98
2974,2:-,2:-,,0.943
2975,2:-,2:-,,0.501
2976,2:-,1:+,+,0.804
2977,2:-,2:-,,0.81
2978,2:-,2:-,,0.925
2979,2:-,2:-,,0.997
2980,1:+,1:+,,0.961
2981,2:-,2:-,,0.99
2982,2:-,2:-,,0.968
2983,2:-,2:-,,0.637
2984,2:-,2:-,,1
2985,2:-,2:-,,0.697
2986,2:-,2:-,,1
2987,1:+,2:-,+,0.645
2988,2:-,2:-,,1
2989,2:-,2:-,,0.983
2990,2:-,2:-,,1
2991,2:-,2:-,,0.922
2992,2:-,2:-,,0.815
2993,2:-,2:-,,0.961
2994,2:-,2:-,,0.916
2995,2:-,2:-,,0.999
2996,2:-,2:-,,0.996
2997,2:-,1:+,+,0.998
2998,1:+,1:+,,0.891
2999,2:-,2:-,,0.99
3000,2:-,2:-,,0.854
3001,2:-,2:-,,0.994
3002,2:-,2:-,,1
3003,2:-,2:-,,0.995
3004,2:-,2:-,,0.999
3005,2:-,2:-,,0.998
3006,2:-,2:-,,0.891
3007,2:-,2:-,,0.99
3008,2:-,1:+,+,0.859
3009,2:-,2:-,,1
3010,2:-,2:-,,0.927
3011,2:-,1:+,+,0.537
3012,2:-,2:-,,0.847
3013,2:-,2:-,,1
3014,2:-,2:-,,0.874
3015,2:-,2:-,,0.995
3016,2:-,2:-,,0.519
3017,2:-,2:-,,0.997
3018,2:-,2:-,,0.934
3019,2:-,2:-,,0.928
3020,2:-,2:-,,0.937
3021,2:-,1:+,+,0.996
3022,2:-,2:-,,0.991
3023,1:+,2:-,+,0.612
3024,2:-,2:-,,1
3025,2:-,2:-,,0.986
3026,2:-,2:-,,0.885
3027,1:+,2:-,+,0.951
3028,2:-,2:-,,1
3029,2:-,2:-,,0.886
3030,2:-,2:-,,0.825
3031,2:-,2:-,,0.884
3032,2:-,2:-,,0.985
3033,2:-,2:-,,0.939
3034,2:-,1:+,+,0.547
3035,2:-,2:-,,0.983
3036,2:-,2:-,,0.999
3037,2:-,2:-,,0.989
3038,2:-,2:-,,1
3039,2:-,2:-,,1
3040,2:-,1:+,+,0.75
3041,2:-,1:+,+,0.99
3042,2:-,1:+,+,0.734
3043,2:-,2:-,,0.973
3044,2:-,2:-,,1
3045,2:-,2:-,,0.947
3046,2:-,2:-,,0.778
3047,2:-,2:-,,0.999
3048,2:-,2:-,,0.845
3049,2:-,2:-,,0.986
3050,2:-,2:-,,0.997
3051,2:-,1:+,+,0.89
3052,2:-,2:-,,0.898
3053,2:-,2:-,,0.998
3054,1:+,2:-,+,0.692
3055,2:-,2:-,,0.751
3056,2:-,2:-,,0.954
3057,2:-,2:-,,0.999
3058,2:-,2:-,,1
3059,2:-,2:-,,1
3060,2:-,1:+,+,0.56
3061,2:-,2:-,,0.982
3062,2:-,1:+,+,0.657
3063,2:-,2:-,,0.912
3064,2:-,2:-,,0.741
3065,2:-,2:-,,0.947
3066,2:-,1:+,+,0.713
3067,2:-,2:-,,0.752
3068,2:-,2:-,,1
3069,2:-,2:-,,0.905
3070,2:-,2:-,,0.972
3071,2:-,2:-,,0.997
3072,2:-,2:-,,0.74
3073,2:-,2:-,,1
3074,2:-,2:-,,0.89
3075,2:-,2:-,,1
3076,2:-,2:-,,0.687
3077,2:-,2:-,,0.986
3078,2:-,2:-,,1
3079,2:-,2:-,,0.52
3080,2:-,1:+,+,0.931
3081,2:-,2:-,,0.973
3082,2:-,2:-,,0.841
3083,1:+,1:+,,0.872
3084,2:-,2:-,,0.998
3085,2:-,1:+,+,0.968
3086,2:-,1:+,+,1
3087,2:-,2:-,,0.724
3088,1:+,1:+,,0.986
3089,2:-,2:-,,0.999
3090,2:-,2:-,,0.979
3091,2:-,2:-,,1
3092,2:-,2:-,,0.985
3093,2:-,2:-,,0.581
3094,2:-,1:+,+,0.817
3095,2:-,1:+,+,0.737
3096,2:-,2:-,,0.817
3097,2:-,2:-,,0.993
3098,2:-,2:-,,1
3099,1:+,2:-,+,0.951
3100,2:-,1:+,+,0.988
3101,2:-,1:+,+,0.819
3102,2:-,2:-,,0.999
3103,2:-,2:-,,0.612
3104,2:-,2:-,,1
3105,2:-,2:-,,1
3106,2:-,2:-,,0.527
3107,2:-,1:+,+,0.829
3108,2:-,2:-,,0.953
3109,2:-,1:+,+,0.987
3110,2:-,2:-,,0.944
3111,2:-,2:-,,0.997
3112,2:-,1:+,+,0.835
3113,2:-,2:-,,0.981
3114,2:-,2:-,,0.999
3115,2:-,2:-,,0.902
3116,2:-,2:-,,0.995
3117,2:-,2:-,,0.721
3118,2:-,2:-,,1
3119,2:-,2:-,,0.621
3120,2:-,2:-,,0.93
3121,2:-,2:-,,1
3122,2:-,2:-,,0.957
3123,2:-,2:-,,0.843
3124,2:-,2:-,,0.789
3125,2:-,2:-,,0.824
3126,2:-,1:+,+,0.948
3127,2:-,2:-,,1
3128,1:+,1:+,,0.808
3129,2:-,2:-,,0.998
3130,2:-,2:-,,0.819
3131,2:-,2:-,,0.769
3132,2:-,2:-,,1
3133,2:-,1:+,+,0.85
3134,2:-,2:-,,0.999
3135,2:-,1:+,+,0.51
3136,2:-,2:-,,0.96
3137,2:-,1:+,+,0.999
3138,2:-,2:-,,0.822
3139,2:-,1:+,+,0.943
3140,2:-,1:+,+,0.774
3141,2:-,2:-,,0.678
3142,2:-,2:-,,0.946
3143,2:-,2:-,,0.582
3144,2:-,2:-,,0.724
3145,2:-,2:-,,0.71
3146,2:-,2:-,,0.965
3147,2:-,2:-,,0.657
3148,2:-,2:-,,0.856
3149,2:-,2:-,,0.755
3150,2:-,2:-,,0.981
3151,2:-,2:-,,1
3152,2:-,2:-,,0.994
3153,2:-,2:-,,1
3154,2:-,2:-,,1
3155,2:-,2:-,,0.787
3156,2:-,2:-,,0.754
3157,2:-,2:-,,0.692
3158,2:-,2:-,,0.97
3159,2:-,2:-,,0.93
3160,2:-,2:-,,0.528
3161,2:-,2:-,,0.996
3162,2:-,2:-,,0.818
3163,2:-,2:-,,0.998
3164,2:-,2:-,,0.894
3165,2:-,2:-,,0.823
3166,2:-,2:-,,0.995
3167,2:-,2:-,,0.958
3168,2:-,2:-,,0.993
3169,2:-,2:-,,0.988
3170,2:-,2:-,,1
3171,2:-,2:-,,0.953
3172,2:-,2:-,,0.943
3173,2:-,1:+,+,0.763
3174,2:-,2:-,,1
3175,2:-,2:-,,0.931
3176,2:-,2:-,,0.79
3177,2:-,2:-,,0.551
3178,2:-,2:-,,0.557
3179,2:-,2:-,,1
3180,2:-,2:-,,0.896
3181,2:-,2:-,,0.942
3182,2:-,2:-,,0.996
3183,2:-,2:-,,0.982
3184,2:-,1:+,+,1
3185,2:-,2:-,,1
3186,2:-,2:-,,0.967
3187,1:+,2:-,+,1
3188,2:-,2:-,,1
3189,2:-,2:-,,0.795
3190,2:-,2:-,,0.964
3191,2:-,2:-,,0.996
3192,2:-,2:-,,0.523
3193,2:-,2:-,,0.997
3194,2:-,2:-,,0.86
3195,2:-,2:-,,0.903
3196,1:+,1:+,,0.948
3197,2:-,2:-,,0.947
3198,2:-,2:-,,0.712
3199,2:-,2:-,,0.958
3200,1:+,2:-,+,0.956
3201,2:-,2:-,,0.845
3202,2:-,2:-,,1
3203,2:-,2:-,,0.954
3204,2:-,2:-,,0.564
3205,2:-,2:-,,0.824
3206,2:-,1:+,+,0.951
3207,2:-,2:-,,0.996
3208,2:-,2:-,,0.835
3209,2:-,2:-,,0.999
3210,2:-,2:-,,0.982
3211,2:-,2:-,,0.964
3212,2:-,2:-,,0.965
3213,2:-,2:-,,1
3214,2:-,2:-,,0.803
3215,2:-,2:-,,0.578
3216,2:-,2:-,,0.77
3217,2:-,2:-,,0.963
3218,2:-,1:+,+,0.981
3219,1:+,1:+,,0.997
3220,2:-,1:+,+,1
3221,2:-,2:-,,1
3222,2:-,2:-,,0.832
3223,2:-,2:-,,0.639
3224,2:-,2:-,,0.963
3225,2:-,2:-,,0.969
3226,2:-,2:-,,0.997
3227,2:-,2:-,,0.975
3228,2:-,2:-,,0.629
3229,2:-,2:-,,0.79
3230,2:-,1:+,+,0.995
3231,2:-,2:-,,0.98
3232,2:-,1:+,+,0.651
3233,2:-,2:-,,0.892
3234,1:+,2:-,+,0.972
3235,2:-,2:-,,1
3236,2:-,2:-,,0.976
3237,2:-,2:-,,0.771
3238,2:-,1:+,+,0.622
3239,2:-,2:-,,0.999
3240,2:-,2:-,,0.696
3241,2:-,2:-,,0.938
3242,2:-,2:-,,0.891
3243,2:-,2:-,,1
3244,2:-,1:+,+,0.635
3245,2:-,2:-,,0.924
3246,2:-,1:+,+,0.525
3247,2:-,2:-,,0.929
3248,2:-,1:+,+,0.915
3249,2:-,2:-,,0.836
3250,2:-,2:-,,0.984
3251,2:-,2:-,,0.993
3252,2:-,2:-,,0.95
3253,1:+,1:+,,0.682
3254,2:-,2:-,,0.764
3255,2:-,2:-,,0.946
3256,2:-,2:-,,0.954
3257,2:-,2:-,,0.989
3258,2:-,2:-,,0.9
3259,2:-,2:-,,0.78
3260,2:-,2:-,,0.882
3261,1:+,2:-,+,0.96
3262,2:-,2:-,,0.651
3263,2:-,1:+,+,0.691
3264,2:-,2:-,,0.997
3265,2:-,2:-,,1
3266,2:-,1:+,+,0.531
3267,2:-,1:+,+,0.889
3268,1:+,2:-,+,0.996
3269,2:-,2:-,,0.999
3270,1:+,1:+,,0.993
3271,2:-,2:-,,0.993
3272,2:-,2:-,,1
3273,2:-,2:-,,0.883
3274,2:-,1:+,+,0.77
3275,2:-,2:-,,0.829
3276,2:-,2:-,,0.793
3277,2:-,2:-,,0.781
3278,2:-,2:-,,1
3279,2:-,2:-,,0.812
3280,2:-,2:-,,0.977
3281,2:-,2:-,,0.833
3282,2:-,1:+,+,0.977
3283,2:-,2:-,,0.53
3284,2:-,2:-,,0.753
3285,2:-,2:-,,0.864
3286,2:-,1:+,+,0.992
3287,2:-,2:-,,0.923
3288,2:-,2:-,,1
3289,2:-,2:-,,0.796
3290,2:-,2:-,,0.998
3291,2:-,2:-,,0.61
3292,2:-,2:-,,0.8
3293,2:-,2:-,,0.993
3294,2:-,2:-,,0.755
3295,2:-,2:-,,0.556
3296,2:-,2:-,,0.795
3297,2:-,2:-,,0.999
3298,2:-,2:-,,1
3299,2:-,2:-,,0.935
3300,1:+,2:-,+,0.83
3301,1:+,2:-,+,0.853
3302,1:+,2:-,+,0.858
3303,2:-,2:-,,0.937
3304,2:-,2:-,,0.986
3305,2:-,2:-,,0.844
3306,2:-,2:-,,0.977
3307,2:-,2:-,,1
3308,2:-,2:-,,0.826
3309,2:-,2:-,,0.555
3310,2:-,2:-,,0.757
3311,2:-,2:-,,1
3312,2:-,1:+,+,0.592
3313,2:-,2:-,,0.999
3314,2:-,2:-,,0.98
3315,2:-,2:-,,1
3316,1:+,2:-,+,0.565
3317,2:-,2:-,,1
3318,2:-,2:-,,1
3319,2:-,1:+,+,1
3320,2:-,2:-,,0.823
3321,2:-,2:-,,1
3322,2:-,2:-,,0.82
3323,2:-,2:-,,0.921
3324,2:-,1:+,+,0.6
3325,1:+,2:-,+,0.647
3326,2:-,1:+,+,0.77
3327,1:+,1:+,,0.686
3328,2:-,2:-,,0.945
3329,2:-,2:-,,0.917
3330,2:-,2:-,,0.787
3331,2:-,2:-,,0.949
3332,2:-,2:-,,0.935
3333,2:-,2:-,,0.79
3334,2:-,2:-,,0.998
3335,2:-,2:-,,0.997
3336,2:-,2:-,,0.788
3337,2:-,2:-,,0.902
3338,2:-,2:-,,0.983
3339,1:+,2:-,+,0.941
3340,1:+,1:+,,0.941
3341,1:+,1:+,,0.579
3342,2:-,2:-,,0.99
3343,2:-,2:-,,0.822
3344,2:-,2:-,,1
3345,2:-,1:+,+,0.561
3346,2:-,2:-,,0.997
3347,2:-,1:+,+,0.834
3348,2:-,1:+,+,0.722
3349,2:-,2:-,,1
3350,2:-,1:+,+,0.807
3351,2:-,2:-,,0.638
3352,2:-,2:-,,0.901
3353,2:-,2:-,,0.744
3354,2:-,2:-,,0.999
3355,2:-,2:-,,1
3356,2:-,2:-,,0.951
3357,2:-,2:-,,1
3358,2:-,2:-,,0.934
3359,2:-,2:-,,0.993
3360,2:-,2:-,,1
3361,2:-,2:-,,0.89
3362,2:-,2:-,,0.644
3363,2:-,1:+,+,0.925
3364,2:-,1:+,+,0.515
3365,1:+,2:-,+,0.919
3366,2:-,2:-,,0.99
3367,1:+,2:-,+,0.842
3368,2:-,2:-,,1
3369,2:-,2:-,,1
3370,2:-,2:-,,0.896
3371,2:-,2:-,,0.93
3372,2:-,2:-,,1
3373,2:-,2:-,,0.997
3374,2:-,2:-,,0.925
3375,2:-,2:-,,1
3376,2:-,2:-,,1
3377,1:+,2:-,+,0.984
3378,2:-,2:-,,1
3379,1:+,1:+,,0.862
3380,1:+,1:+,,0.784
3381,2:-,2:-,,0.998
3382,2:-,2:-,,0.903
3383,2:-,1:+,+,0.984
3384,2:-,2:-,,1
3385,2:-,2:-,,0.995
3386,2:-,1:+,+,0.608
3387,2:-,2:-,,1
3388,2:-,2:-,,0.783
3389,2:-,2:-,,0.851
3390,2:-,1:+,+,0.911
3391,2:-,2:-,,1
3392,2:-,2:-,,0.915
3393,2:-,2:-,,0.849
3394,2:-,2:-,,0.927
3395,2:-,2:-,,0.915
3396,2:-,2:-,,0.992
3397,2:-,2:-,,0.75
3398,2:-,2:-,,0.855
3399,1:+,1:+,,0.93
3400,2:-,2:-,,0.989
3401,2:-,2:-,,0.754
3402,2:-,2:-,,0.993
3403,2:-,2:-,,0.903
3404,2:-,2:-,,0.964
3405,2:-,2:-,,0.998
3406,2:-,2:-,,0.813
3407,2:-,2:-,,0.551
3408,2:-,2:-,,0.893
3409,2:-,2:-,,0.977
3410,2:-,2:-,,0.999
3411,2:-,2:-,,0.723
3412,2:-,2:-,,0.972
3413,2:-,2:-,,0.994
3414,2:-,2:-,,0.981
3415,2:-,1:+,+,1
3416,2:-,1:+,+,0.574
3417,2:-,1:+,+,0.811
3418,2:-,2:-,,0.549
3419,2:-,2:-,,0.977
3420,2:-,2:-,,0.997
3421,2:-,2:-,,0.869
3422,2:-,2:-,,0.874
3423,2:-,2:-,,0.594
3424,2:-,2:-,,1
3425,1:+,2:-,+,0.925
3426,2:-,1:+,+,0.555
3427,2:-,2:-,,0.74
3428,1:+,2:-,+,0.901
3429,2:-,2:-,,1
3430,2:-,2:-,,0.509
3431,2:-,2:-,,0.992
3432,2:-,1:+,+,0.725
3433,2:-,2:-,,0.999
3434,1:+,1:+,,0.573
3435,2:-,1:+,+,0.96
3436,2:-,2:-,,0.601
3437,2:-,2:-,,0.966
3438,2:-,2:-,,1
3439,2:-,2:-,,0.674
3440,2:-,1:+,+,0.87
3441,2:-,1:+,+,0.54
3442,2:-,2:-,,0.674
3443,2:-,1:+,+,0.768
3444,2:-,2:-,,1
3445,2:-,2:-,,0.913
3446,2:-,2:-,,0.988
3447,2:-,2:-,,0.976
3448,2:-,2:-,,0.994
3449,2:-,2:-,,0.946
3450,2:-,1:+,+,0.692
3451,2:-,2:-,,0.845
3452,2:-,1:+,+,0.969
3453,2:-,2:-,,0.575
3454,1:+,2:-,+,0.502
3455,2:-,2:-,,0.999
3456,2:-,2:-,,1
3457,2:-,2:-,,1
3458,2:-,2:-,,0.989
3459,1:+,2:-,+,0.913
3460,2:-,2:-,,1
3461,1:+,1:+,,0.565
3462,2:-,2:-,,0.994
3463,2:-,2:-,,0.698
3464,2:-,1:+,+,0.678
3465,2:-,2:-,,0.962
3466,2:-,2:-,,0.994
3467,2:-,2:-,,0.933
3468,2:-,2:-,,0.98
3469,1:+,2:-,+,0.58
3470,2:-,2:-,,0.942
3471,2:-,1:+,+,0.57
3472,2:-,2:-,,1
3473,1:+,2:-,+,0.515
3474,2:-,2:-,,1
3475,2:-,2:-,,0.961
3476,2:-,2:-,,0.921
3477,2:-,2:-,,0.892
3478,2:-,1:+,+,0.611
3479,2:-,2:-,,0.741
3480,2:-,2:-,,0.978
3481,1:+,2:-,+,0.659
3482,2:-,2:-,,1
3483,2:-,2:-,,1
3484,2:-,2:-,,0.996
3485,2:-,2:-,,0.999
3486,2:-,2:-,,0.988
3487,2:-,1:+,+,0.781
3488,2:-,2:-,,0.935
3489,2:-,1:+,+,0.62
3490,2:-,2:-,,0.546
3491,2:-,1:+,+,0.613
3492,1:+,1:+,,0.951
3493,1:+,1:+,,0.993
3494,2:-,2:-,,0.84
3495,2:-,1:+,+,1
3496,2:-,2:-,,0.982
3497,1:+,2:-,+,0.974
3498,2:-,2:-,,0.74
3499,2:-,2:-,,0.995
3500,1:+,2:-,+,0.905
3501,2:-,2:-,,0.985
3502,2:-,2:-,,0.995
3503,2:-,2:-,,0.847
3504,2:-,2:-,,0.99
3505,2:-,2:-,,0.876
3506,2:-,2:-,,0.623
3507,2:-,2:-,,1
3508,2:-,2:-,,0.991
3509,2:-,2:-,,0.966
3510,2:-,2:-,,0.896
3511,2:-,2:-,,0.988
3512,2:-,1:+,+,0.607
3513,2:-,2:-,,0.999
3514,2:-,2:-,,0.749
3515,2:-,2:-,,0.988
3516,2:-,1:+,+,0.815
3517,2:-,2:-,,1
3518,2:-,2:-,,0.901
3519,2:-,2:-,,0.766
3520,2:-,2:-,,1
3521,2:-,2:-,,1
3522,2:-,1:+,+,1
3523,2:-,2:-,,0.996
3524,2:-,2:-,,0.95
3525,2:-,2:-,,1
3526,2:-,2:-,,0.988
3527,2:-,1:+,+,0.997
3528,2:-,2:-,,0.713
3529,1:+,1:+,,0.756
3530,1:+,2:-,+,0.851
3531,2:-,2:-,,0.97
3532,2:-,2:-,,0.765
3533,2:-,1:+,+,0.698
3534,2:-,2:-,,0.737
3535,2:-,2:-,,0.936
3536,2:-,2:-,,1
3537,2:-,2:-,,0.999
3538,2:-,1:+,+,0.661
3539,2:-,2:-,,0.966
3540,1:+,2:-,+,0.747
3541,2:-,2:-,,0.997
3542,2:-,2:-,,0.998
3543,2:-,2:-,,0.995
3544,2:-,2:-,,0.969
3545,2:-,2:-,,0.914
3546,2:-,2:-,,1
3547,2:-,2:-,,0.96
3548,2:-,2:-,,0.554
3549,2:-,2:-,,1
3550,2:-,2:-,,0.97
3551,2:-,1:+,+,0.605
3552,2:-,2:-,,1
3553,2:-,2:-,,0.988
3554,2:-,2:-,,0.755
3555,2:-,2:-,,0.908
3556,2:-,2:-,,0.87
3557,2:-,2:-,,0.853
3558,2:-,2:-,,0.984
3559,2:-,2:-,,0.953
3560,2:-,2:-,,1
3561,2:-,2:-,,0.913
3562,1:+,2:-,+,0.996
3563,2:-,2:-,,0.959
3564,2:-,2:-,,0.88
3565,2:-,2:-,,0.724
3566,2:-,2:-,,0.998
3567,2:-,2:-,,0.99
3568,2:-,2:-,,0.944
3569,1:+,2:-,+,1
3570,2:-,2:-,,0.758
